88,0,106,343,1,41.73333332958751,-82.54036506676348
82,-1,102,344,1,41.7374999962538,-82.54013610915239
80,0,98,347,1,41.73333332958751,-82.53478160163009
79,-2,113,338,1,41.74166666292009,-82.53990755837212
82,0,125,343,1,41.7374999962538,-82.5345522817874
81,2,139,335,1,41.73333332958751,-82.52919813649672
71,1,99,312,1,41.74583332958638,-82.53967941446993
68,-1,105,320,1,41.74166666292009,-82.53432336869899
81,2,139,335,1,41.7374999962538,-82.52896845442243
81,2,139,335,1,41.73333332958751,-82.52361467136333
68,0,96,299,1,41.749999996252676,-82.53945167749309
69,-1,97,301,1,41.74583332958638,-82.53409486241209
69,-1,97,301,1,41.74166666292009,-82.52873917902586
75,-1,126,322,1,41.7374999962538,-82.52338462705742
78,0,138,327,1,41.73333332958751,-82.51803120622994
75,1,116,310,1,41.758333329585255,-82.54458306417607
73,0,116,305,1,41.75416666291896,-82.53922434748888
71,-1,121,305,1,41.749999996252676,-82.533866762974
71,-1,121,305,1,41.74583332958638,-82.52851031035428
72,2,124,309,1,41.74166666292009,-82.52315498935275
75,0,134,313,1,41.7374999962538,-82.51780079969245
75,0,134,313,1,41.73333332958751,-82.51244774109655
75,1,116,310,1,41.76249999625155,-82.54435691095023
77,0,106,297,1,41.758333329585255,-82.53899742450464
74,1,118,301,1,41.75416666291896,-82.53363907043195
74,1,118,301,1,41.749999996252676,-82.52828184845492
75,1,124,305,1,41.74583332958638,-82.52292575829647
75,0,131,297,1,41.74166666292009,-82.51757079967963
75,0,131,297,1,41.7374999962538,-82.51221697232747
71,0,128,302,1,41.73333332958751,-82.50686427596317
80,-1,113,306,1,41.76666666291783,-82.54413116491567
80,-1,113,306,1,41.76249999625155,-82.53877090858771
77,0,106,297,1,41.758333329585255,-82.53341178483323
67,-1,98,287,1,41.75416666291896,-82.528053793375
67,2,103,290,1,41.749999996252676,-82.52269693393585
67,0,108,293,1,41.74583332958638,-82.51734120623865
67,0,108,293,1,41.74166666292009,-82.5119866100065
67,0,109,292,1,41.7374999962538,-82.50663314496246
66,0,120,291,1,41.73333332958751,-82.50128081082978
75,-1,107,302,1,41.77083332958412,-82.54390582611984
75,-1,107,302,1,41.76666666291783,-82.5385447997854
66,0,82,288,1,41.76249999625155,-82.53318490622519
67,-1,98,287,1,41.758333329585255,-82.52782614516181
66,1,100,287,1,41.75416666291896,-82.52246851631806
66,1,100,287,1,41.749999996252676,-82.51711201941677
66,1,109,286,1,41.74583332958638,-82.51175665418084
67,0,121,289,1,41.74166666292009,-82.50640242033339
66,0,116,288,1,41.7374999962538,-82.50104931759749
66,0,116,288,1,41.73333332958751,-82.49569734569641
73,0,109,299,1,41.774999996250415,-82.54368089461015
73,0,109,299,1,41.77083332958412,-82.53831909814515
67,1,79,289,1,41.76666666291783,-82.53295843465513
66,0,99,293,1,41.76249999625155,-82.52759890386267
66,0,99,293,1,41.758333329585255,-82.5222405054904
66,1,100,287,1,41.75416666291896,-82.51688323926112
71,0,124,297,1,41.749999996252676,-82.51152710489768
65,-1,103,281,1,41.74583332958638,-82.50617210212303
65,-1,103,281,1,41.74166666292009,-82.50081823066026
63,-1,113,277,1,41.7374999962538,-82.4954654902325
63,0,113,271,1,41.73333332958751,-82.49011388056303
79,0,120,307,1,41.7791666629167,-82.54345637043403
85,-1,140,316,1,41.774999996250415,-82.53809380371435
76,1,108,303,1,41.77083332958412,-82.53273237017045
77,0,119,304,1,41.76666666291783,-82.52737206952484
77,0,119,304,1,41.76249999625155,-82.52201290150015
71,1,119,296,1,41.758333329585255,-82.51665486581899
71,0,114,293,1,41.75416666291896,-82.51129796220417
65,0,109,280,1,41.749999996252676,-82.50594219037859
65,0,109,280,1,41.74583332958638,-82.50058755006522
63,1,113,274,1,41.74166666292009,-82.49523404098716
58,1,109,271,1,41.7374999962538,-82.48988166286753
57,1,113,265,1,41.73333332958751,-82.48453041542965
79,0,120,307,1,41.783333329582995,-82.54323225363899
79,-1,135,305,1,41.7791666629167,-82.53786891654042
76,1,120,294,1,41.774999996250415,-82.53250671281855
76,1,120,294,1,41.77083332958412,-82.52714564219576
75,1,124,301,1,41.76666666291783,-82.52178570439457
70,1,115,300,1,41.76249999625155,-82.51642689913763
71,0,114,293,1,41.758333329585255,-82.51106922614757
71,0,114,293,1,41.75416666291896,-82.50571268514723
66,0,107,276,1,41.749999996252676,-82.50035727585951
63,0,114,271,1,41.74583332958638,-82.49500299800741
53,0,76,249,1,41.74166666292009,-82.48964985131403
53,0,76,249,1,41.7374999962538,-82.48429783550255
49,-1,89,239,1,41.73333332958751,-82.47894695029626
76,2,131,302,1,41.78749999624929,-82.5430085442725
59,1,74,266,1,41.783333329582995,-82.53764443667083
75,1,128,304,1,41.7791666629167,-82.5322814626468
75,1,128,304,1,41.774999996250415,-82.52691962192273
75,-2,141,307,1,41.77083332958412,-82.52155891422106
69,0,110,295,1,41.76666666291783,-82.5161993392643
69,0,110,295,1,41.76249999625155,-82.51084089677511
69,-1,117,289,1,41.758333329585255,-82.50548358647615
66,0,107,276,1,41.75416666291896,-82.50012740809028
61,-1,117,269,1,41.749999996252676,-82.49477236134044
48,1,79,236,1,41.74583332958638,-82.4894184459496
48,1,79,236,1,41.74166666292009,-82.48406566164091
48,1,81,229,1,41.7374999962538,-82.47871400813756
43,2,78,228,1,41.73333332958751,-82.47336348516288
56,-2,56,263,1,41.79166666291557,-82.54278524238205
59,1,74,266,1,41.78749999624929,-82.53742036415305
59,1,74,266,1,41.783333329582995,-82.53205661970266
75,1,120,304,1,41.7791666629167,-82.52669400875317
75,1,139,312,1,41.774999996250415,-82.52133253102693
69,2,112,295,1,41.77083332958412,-82.51597218624637
69,2,112,295,1,41.76666666291783,-82.51061297413402
69,0,115,287,1,41.76249999625155,-82.50525489441257
66,1,104,272,1,41.758333329585255,-82.49989794680474
61,-1,117,269,1,41.75416666291896,-82.49454213103334
61,-1,117,269,1,41.749999996252676,-82.48918744682136
56,0,103,255,1,41.74583332958638,-82.48383389389177
54,0,101,246,1,41.74166666292009,-82.47848147196778
40,1,69,219,1,41.7374999962538,-82.47313018077259
40,1,69,219,1,41.73333332958751,-82.46778002002951
57,0,58,268,1,41.79583332958186,-82.54256234801525
57,0,58,268,1,41.79166666291557,-82.53719669903457
59,0,77,268,1,41.78749999624929,-82.5318321840336
75,1,120,304,1,41.783333329582995,-82.52646880273451
59,-1,86,278,1,41.7791666629167,-82.52110655485954
58,1,92,275,1,41.774999996250415,-82.51574544013113
58,1,92,275,1,41.77083332958412,-82.51038545827167
58,1,96,274,1,41.76666666291783,-82.50502660900375
57,1,94,260,1,41.76249999625155,-82.49966889205007
57,1,94,260,1,41.758333329585255,-82.49431230713331
52,-1,92,252,1,41.75416666291896,-82.4889568539764
56,0,103,255,1,41.749999996252676,-82.48360253230227
50,0,97,233,1,41.74583332958638,-82.47824934183396
38,1,61,214,1,41.74166666292009,-82.47289728229467
38,1,61,214,1,41.7374999962538,-82.4675463534076
41,0,73,210,1,41.73333332958751,-82.46219655489611
64,0,102,287,1,41.79999999624815,-82.54233986121963
64,0,102,287,1,41.79583332958186,-82.53697344136295
65,0,111,282,1,41.79166666291557,-82.53160815568707
60,2,78,271,1,41.78749999624929,-82.52624400391417
60,2,78,271,1,41.783333329582995,-82.52088098576635
59,-1,86,278,1,41.7791666629167,-82.51551910096593
55,1,80,260,1,41.774999996250415,-82.51015834923533
52,-1,86,253,1,41.77083332958412,-82.50479873029698
52,1,86,250,1,41.76666666291783,-82.49944024387348
52,1,86,250,1,41.76249999625155,-82.49408288968755
48,0,88,247,1,41.758333329585255,-82.4887266674619
49,-1,95,245,1,41.75416666291896,-82.48337157691945
49,-1,95,245,1,41.749999996252676,-82.47801761778318
50,0,97,233,1,41.74583332958638,-82.47266478977615
48,0,106,233,1,41.74166666292009,-82.46731309262154
51,0,111,236,1,41.7374999962538,-82.46196252604263
43,-6,94,239,1,41.73333332958751,-82.45661308976274
66,0,105,281,1,41.80416666291444,-82.5421177820428
66,0,105,281,1,41.79999999624815,-82.5367505911857
67,-1,111,281,1,41.79583332958186,-82.53138453471064
58,-1,81,264,1,41.79166666291557,-82.52601961233958
58,-1,81,264,1,41.78749999624929,-82.52065582379473
55,-1,77,269,1,41.783333329582995,-82.5152931687982
55,1,80,260,1,41.7791666629167,-82.5099316470723
54,0,100,258,1,41.774999996250415,-82.50457125833951
52,2,99,253,1,41.77083332958412,-82.49921200232227
52,2,99,253,1,41.76666666291783,-82.49385387874321
48,1,99,236,1,41.76249999625155,-82.48849688732503
44,0,96,232,1,41.758333329585255,-82.4831410277905
44,0,96,232,1,41.75416666291896,-82.47778629986252
46,1,101,223,1,41.749999996252676,-82.4724327032641
48,0,106,233,1,41.74583332958638,-82.46708023771833
51,-1,114,241,1,41.74166666292009,-82.46172890294844
51,-1,114,241,1,41.7374999962538,-82.45637869867764
46,-2,90,233,1,41.73333332958751,-82.45102962462936
55,-2,67,262,1,41.808333329580734,-82.54189611053235
55,0,86,272,1,41.80416666291444,-82.5365281485504
57,0,92,275,1,41.79999999624815,-82.53116132115176
61,0,106,276,1,41.79583332958186,-82.52579562805832
61,0,106,276,1,41.79166666291557,-82.5204310689921
59,0,106,271,1,41.78749999624929,-82.51506764367528
56,0,95,263,1,41.783333329582995,-82.50970535183004
56,0,95,263,1,41.7791666629167,-82.5043441931787
54,0,100,258,1,41.774999996250415,-82.49898416744371
51,2,95,240,1,41.77083332958412,-82.49362527434758
49,0,102,233,1,41.76666666291783,-82.48826751361293
44,1,88,223,1,41.76249999625155,-82.4829108849625
44,1,88,223,1,41.758333329585255,-82.47755538811907
44,1,84,216,1,41.75416666291896,-82.47220102280556
46,0,97,228,1,41.749999996252676,-82.46684778874503
46,0,97,228,1,41.74583332958638,-82.46149568566052
51,-1,114,241,1,41.74166666292009,-82.45614471327531
34,-4,66,235,1,41.7374999962538,-82.45079487131265
46,-1,93,265,1,41.73333332958751,-82.44544615949597
54,-1,94,268,1,41.81249999624702,-82.5416748467359
53,1,82,254,1,41.808333329580734,-82.53630611350468
52,-1,94,263,1,41.80416666291444,-82.53093851505803
56,1,92,262,1,41.79999999624815,-82.52557205111782
56,1,92,262,1,41.79583332958186,-82.520206721406
56,0,104,264,1,41.79166666291557,-82.51484252564461
53,2,96,249,1,41.78749999624929,-82.50947946355583
53,2,96,249,1,41.783333329582995,-82.50411753486188
52,1,98,243,1,41.7791666629167,-82.49875673928507
35,-1,72,223,1,41.774999996250415,-82.49339707654791
35,0,77,213,1,41.77083332958412,-82.48803854637288
35,0,77,213,1,41.76666666291783,-82.48268114848265
33,2,63,204,1,41.76249999625155,-82.47732488259999
35,0,58,201,1,41.758333329585255,-82.47196974844765
32,-1,59,197,1,41.75416666291896,-82.46661574574863
32,-1,59,197,1,41.749999996252676,-82.46126287422595
35,-1,75,215,1,41.74583332958638,-82.45591113360271
38,1,70,229,1,41.74166666292009,-82.45056052360218
49,2,84,265,1,41.7374999962538,-82.44521104394768
49,2,84,265,1,41.73333332958751,-82.43986269436259
